triple_id,subject,predicate,object,confidence
23775,civil_status,risk_factor_of,traumatic_brain_injury,1.0
23777,education,risk_factor_of,traumatic_brain_injury,1.0
28933,pathological_injury,occurs_in,axis,1.0
34167,traumatic_brain_injury,risk_factor_of,alzheimer_s_disease,1.0
34168,traumatic_brain_injury,risk_factor_of,alzheimer_s_disease_related_dementias,1.0
34775,severe_traumatic_brain_injury,risk_factor_of,risk_of_developing_ad,1.0
34776,severe_traumatic_brain_injury,risk_factor_of,developing_ad,1.0
23774,age,risk_factor_of,traumatic_brain_injury,0.9994329005479814
23784,risk_factors,risk_factor_of,traumatic_brain_injury,0.963433811068535
23778,pension,risk_factor_of,traumatic_brain_injury,0.9533949255943299
18061,traumatic_brain_injury,risk_factor_of,dementia,0.9459021055710317
23783,other_risk_factors,risk_factor_of,traumatic_brain_injury,0.9383919447660447
18070,smoking,risk_factor_of,traumatic_brain_injury,0.922551402449608
23943,traumatic_brain_injury,occurs_in,late-life_comparisons,0.9094536811113358
31565,brain,part_of,brain_injury,0.9025404691696168
23776,"civil_status,_education",risk_factor_of,traumatic_brain_injury,0.8951884418725968
23770,traumatic_brain_injury,affects,men,0.8949061423540117
38683,vascular_injury,measured_by,mri,0.8947718977928163
28936,injury,occurs_in,axis,0.8947426170110704
23898,traumatic_brain_injury,occurs_in,midlife,0.8932506382465364
23771,traumatic_brain_injury,leads_to,dementia,0.8894316643476488
18060,traumatic_brain_injury,occurs_in,men,0.8839084148406984
39051,vascular_injury,occurs_in,middle_age,0.8815744906663896
17986,fall,risk_factor_of,traumatic_brain_injury,0.8813944376468659
31566,brain_injury,part_of,brain,0.8645747393369676
15194,obesity,risk_factor_of,traumatic_brain_injury,0.8481724053621292
23767,report,describes,traumatic_brain_injury,0.8479686468839646
23769,traumatic_brain_injury,occurs_in,military_veterans,0.845854663848877
17984,vehicular_crash,risk_factor_of,traumatic_brain_injury,0.8453216738462448
17982,traumatic_brain_injury,affects,head_injury,0.8439791865110398
23779,sex,risk_factor_of,traumatic_brain_injury,0.8425203651189804
23419,tbi,treated_by,defense_and_veterans_brain_injury_center,0.8349542528390885
26000,brain,occurs_in,brain_injury,0.8342816025018692
17981,traumatic_brain_injury,affects,brain,0.8306142320108414
23772,traumatic_brain_injury,affects,women,0.8291605055332184
38791,vascular_injury,measured_by,mri-based,0.8210367619991303
23773,traumatic_brain_injury,causes,dementia,0.8205752015113831
28935,pathological_injury,leads_to,constipation,0.8159145027399064
23386,traumatic_brain_injury,risk_factor_of,cvd,0.8099430590867996
18071,smoking,causes,traumatic_brain_injury,0.8085665494203568
23766,the_report,describes,traumatic_brain_injury,0.8062103152275086
38793,vascular_injury,leads_to,cognitive_impairment,0.800243878364563
17983,head_injury,part_of,brain,0.7902505166292191
38792,vascular_injury,measured_by,mri-based_biomarkers,0.7893356889486314
17988,sports-related_activities,risk_factor_of,traumatic_brain_injury,0.7886867857933044
41265,traumatic_brain_injury,occurs_in,brain,0.7773552477359772
23782,lancet_report,describes,traumatic_brain_injury,0.7667493879795075
23900,gender-adjusted,risk_factor_of,traumatic_brain_injury,0.7650105118751527
18113,traumatic_brain_injury,measured_by,sex-specific_estimates,0.7640037447214127
15719,admission,for,head_injury,0.76115
23781,the_lancet_report,describes,traumatic_brain_injury,0.759514531493187
26338,excluding_traumatic_brain_injury,risk_factor_of,risk_factors,0.7462981253862382
23768,traumatic_brain,causes,traumatic_brain_injury,0.74292810857296
23899,traumatic_brain_injury,occurs_in,late_life,0.741506314277649
23870,traumatic_brain_injury,risk_factor_of,specification_curve_analyses,0.7374451369047166
41266,traumatic_brain_injury,associated_with,quli,0.7318472772836686
38684,vascular_injury,occurs_in,middle-aged_adults,0.7266401708126069
38964,vascular_risk_factors,risk_factor_of,subtle_brain_injury,0.7054323434829712
45750,traumatic_brain_injury,affect,cognitive_function,0.700475
25089,pdgfrb,upregulate_after,brain_injury,0.7
43573,severe_traumatic_brain_injury,associate_with,development,0.7
43574,severe_traumatic_brain_injury,associate_although,dlb,0.7
28934,pathological_injury,affects,intestinal_activity,0.6933068364858628
15720,head_injury,extract,report,0.66115
15704,hospital_admissions,for,head_injury,0.65814375
23577,traumatic_brain_injury,be_of,particular_significance,0.65
23651,traumatic_brain_injury,have,high_ors,0.65
23652,traumatic_brain_injury,have_in,life_comparisons,0.65
23685,traumatic_brain_injury,have_across,specifications,0.65
41463,significant_association,establish_between,traumatic_brain_injury,0.65
23487,traumatic_brain_injury,than,women,0.6000000000000001
23672,traumatic_brain_injury,for,dementia,0.6000000000000001
26117,risk_factors,excluding,traumatic_brain_injury,0.6000000000000001
28600,pathological_injury,may_influence,intestinal_activity,0.6000000000000001
41144,hospital,following,injury,0.6000000000000001
23491,specific_care_suggestions,about,traumatic_brain_injury,0.55
23621,ranges,for,traumatic_brain_injury,0.55
31307,resilience,against,brain_injury_neurodegeneration,0.55
38435,fluid-_based_biomarkers,for,vascular_injury,0.55
17718,traumatic_brain_injury,have,head,0.5151
23489,traumatic_brain_injury,adjust,age,0.5
41145,hospital,follow,injury,0.5
41146,injury,report,consciousness,0.5
41147,injury,lose,consciousness,0.5
17719,head_injury,cause,vehicular_crash,0.4651
31311,brain_injury_neurodegeneration,delay,cognitive_decline,0.45000000000000007
38437,vascular_injury,associate,vascular_contributions,0.45000000000000007
