triple_id,subject,predicate,object,confidence
38283,poor_sleep,affects,immune_system_functions,1.0
38284,poor_sleep,affects,immune_system,1.0
38153,sleep_apnea,risk_factor_of,adar,1.0
38218,age,risk_factor_of,sleep_apnea,1.0
34788,sleep_apnea_syndrome,risk_factor_of,risk_of_developing_ad,1.0
34789,sleep_apnea_syndrome,risk_factor_of,developing_ad,1.0
21899,obstructive_sleep_apnea,risk_factor_of,dementia,1.0
21904,obstructive_sleep_apnea,causes,hypoxia,0.9796316713094713
38137,obstructive_sleep_apnea,affects,women,0.9790120810270311
43949,poor_sleep_quality,occurs_in,older_people,0.9744143694639207
21902,obstructive_sleep_apnea,causes,obstruction,0.9716997087001802
20224,poor_sleep,risk_factor_of,alzheimer_s_disease,0.9628892353177071
38139,sleep_apnea,affects,women,0.9552877634763719
38086,poor_sleep,risk_factor_of,adar_alzheimer_s_disease,0.95349640250206
38285,poor_sleep,risk_factor_of,modifiable_risk_factors,0.9490662872791291
38154,sleep_apnea,occurs_in,age,0.9467192679643632
21903,obstructive_sleep_apnea,causes,sleep_fragmentation,0.9462344586849214
21901,obstructive_sleep_apnea,causes,upper_airway,0.9300197005271913
26779,possible_sleep_apnea,measured_by,self-reports,0.8775442868471146
43948,poor_sleep_quality_and_efficiency,occurs_in,older_people,0.876100903749466
38177,sleep_apnea,treated_by,intervention_methods,0.8636084258556367
38193,loneliness,associated_with,poor_sleep_quality,0.8604892402887345
20225,poor_sleep,risk_factor_of,alzheimer_s_disease_related_causes_dementia,0.8602482438087464
38155,sleep_apnea,occurs_in,postmenopausal_period,0.8403719156980515
31437,sleep_apnea,risk_factor_of,alzheimer_s_disease,0.8403126499056817
38176,sleep_apnea,treated_by,combined_intervention_methods,0.839970162510872
38138,obstructive_sleep_apnea,affects,women_in_perimenopause,0.8294616699218751
20256,structural_racial_inequities,leads_to,poor_sleep,0.8285221368074418
38180,sleep_apnea,measured_by,pittsburgh_sleep_quality_index,0.828453877568245
38140,sleep_apnea,affects,women_in_perimenopause,0.8243422269821168
20220,substantial_research,describes,poor_sleep_health,0.8221382528543473
26780,sleep_apnea,measured_by,self-reports,0.8194451838731767
38175,loneliness,risk_factor_of,sleep_apnea,0.8153895974159241
38291,sleep_apnea,treated_by,sleep_medication,0.8136529088020326
20507,poor_sleep_health,measured_by,sample_characteristics,0.8084774047136307
20222,poor_sleep_health,risk_factor_of,dementia,0.8062814384698869
31438,sleep_apnea,occurs_in,women,0.8016881278157234
38136,"sleep_disturbances_after_menopause_.further,_obstructive_sleep_apnea",affects,women,0.7999634951353074
21905,obstructive_sleep_apnea,associated_with,cognitive_decline,0.7971562087535858
21900,obstructive_sleep_apnea,causes,repeated_episodes,0.7958151012659074
38219,age,risk_factor_of,non-sleep_apnea,0.7887504309415818
38282,poor_sleep,affects,stress,0.7858380019664765
38195,sleep_apnea,occurs_in,older_women,0.7815762370824815
38246,without_sleep_apnea,prevents,sleep_apnea,0.7752463579177857
38217,non-sleep_apnea,prevents,sleep_apnea,0.7719472408294679
50733,poor_sleep_quality,risk_factor_of,epilepsy,0.7686437875032426
38212,kapur_et_al.,describes,sleep_apnea,0.7668695062398911
20255,structural_racial_inequities,causes,poor_sleep,0.7530858129262925
50731,nap,causes,poor_sleep_quality,0.7503114253282548
38244,loneliness_score,occurs_in,poor_sleepers,0.7484327137470246
50732,epilepsy_risk_by_inducing_poor_sleep_quality,risk_factor_of,epilepsy,0.7449525505304337
38242,total_loneliness_score,occurs_in,poor_sleepers,0.7412375986576081
20221,poor_sleep_health,risk_factor_of,higher_risk_for_dementia,0.7405829161405564
38179,sleep_apnea,risk_factor_of,adar_alzheimer_s_disease_risk,0.7344873309135438
20506,sample_characteristics,predicts,poor_sleep_health,0.7126270115375519
38294,poor_sleep_and_loneliness,risk_factor_of,alzheimer_s_disease,0.7049997925758362
19700,poor_sleep,contribute_to,disease,0.7
38241,average_total_loneliness_score,occurs_in,poor_sleepers,0.6788167387247086
26612,possible_sleep_apnea,assess_through,self_reports,0.65
37898,average_total_loneliness_score,be_in,poor_sleepers,0.6000000000000001
19750,poor_sleep,including,neighborhood_disadvantage,0.6000000000000001
21860,sleep_disorders,including,obstructive_sleep_apnea,0.6000000000000001
37807,sleep_apnea,is_a,sleep_disorder,0.6000000000000001
18870,third_residual_confounding,due,obstructive_sleep_apnea,0.55
37917,significant_association,between,sleep_apnea,0.55
19982,absent_associations,between,poor_sleep,0.55
21542,specific_associations,between,known_suspected_sleep_apnea,0.5
37816,sleep_apnea,increase,postmenopausal_period,0.5
37844,sleep_apnea,develop,intervention,0.5
37845,sleep_apnea,combine,intervention,0.5
37954,sleep_apnea,sleep,medication,0.5
19751,poor_sleep,include,neighborhood,0.5
37932,poor_sleep,increase,stress,0.5
37815,sleep_apnea,occur,age,0.5
37911,poor_sleepers,define,sleep,0.45000000000000007
19705,poor_sleep,contribute,alzheimer,0.45000000000000007
37850,poor_sleep_quality,sleep,sleep_apnea,0.45000000000000007
37881,poor_sleepers,determine,sleep,0.45000000000000007
19695,poor_sleep_health,include,sleep,0.45000000000000007
19888,sleep_apnea,serve,better_predictors,0.45000000000000007
