triple_id,subject,predicate,object,confidence
2663,diabetes_mellitus,treated_by,insulin,1.0
779,diabetes_mellitus,risk_factor_of,cognitive_impairment,1.0
1158,diabetes_mellitus,risk_factor_of,modifiable_dementia_risk,1.0
2341,diabetes,treated_by,better_management,1.0
2661,diabetes_mellitus,treated_by,current_oral_antidiabetic_agents,1.0
2662,diabetes_mellitus,treated_by,oral_antidiabetic_agents,1.0
2689,sex,risk_factor_of,diabetes,1.0
4371,diabetes,risk_factor_of,composite_risk_score,1.0
4372,diabetes,risk_factor_of,risk_score,1.0
9763,diabetes,risk_factor_of,alzheimer_s_disease_related_dementias,1.0
15763,diabetes_mellitus,treated_by,physician,1.0
15764,diabetes_mellitus,treated_by,other_health_care_professional,1.0
15765,diabetes_mellitus,treated_by,health_care_professional,1.0
15930,self_report,determine,diabetes_mellitus,1.0
16074,diabetes_mellitus,measured_by,self-report,1.0
16075,diabetes_mellitus,treated_by,antidiabetic_medications,1.0
16076,diabetes_mellitus,treated_by,medications,1.0
16456,diabetes,treated_by,interventions,0.9972896367311479
2690,education_level,risk_factor_of,diabetes,0.9860591381788255
9566,diabetes,risk_factor_of,dementia_and/or_alzheimer_s_disease,0.983398473262787
7897,diabetes,risk_factor_of,alzheimer’s_disease,0.9719517175349593
2697,regular_exercise,risk_factor_of,diabetes,0.9615228712558748
2688,age,risk_factor_of,diabetes,0.9572454631328584
2691,body_mass_index,risk_factor_of,diabetes,0.955417761206627
1017,obesity,risk_factor_of,diabetes_mellitus,0.9551324635744096
182,ltpa,associated_with,diabetes,0.9544993251562119
718,diabetes,risk_factor_of,cognitive_impairment,0.9495941489934923
1140,diabetes,treated_by,management,0.9470664376020432
1458,iw-pafs,associated_with,diabetes_mellitus,0.9455882668495179
125,diabetes,risk_factor_of,dementia,0.9439413386583329
1191,diabetes,treated_by,tailored_lifestyle_interventions,0.9424975126981736
204,physically_active,prevents,diabetes,0.9421783775091173
214,physical_activity,associated_with,diabetes,0.9385557860136033
2342,diabetes,occurs_in,older_adults,0.9346507579088212
4121,diabetes,treated_by,antidiabetic,0.930517339706421
1192,diabetes,treated_by,lifestyle_interventions,0.9286709040403367
1105,diabetes_mellitus,risk_factor_of,dementia,0.9250832093298434
3468,diabetes,treated_by,doctor,0.9231410861015321
260,physical_activity,prevents,diabetes,0.9194581449031831
202,being_physically_active,prevents,diabetes,0.9166712820529939
16455,diabetes,treated_by,targeted_interventions,0.9155669271945954
2692,systolic_blood_pressure,risk_factor_of,diabetes,0.9138374865055086
192,physical_inactivity,risk_factor_of,diabetes,0.9121133625507356
2696,current_drinking,risk_factor_of,diabetes,0.9121115714311601
186,diabetes,affects,women,0.9101325064897539
119,diabetes,causes,cognitive_impairment,0.9094281584024431
4129,diabetes,measured_by,hospital_records,0.9079953223466875
200,diabetes,leads_to,cognitive_impairment,0.9061796009540559
3432,diabetes,occurs_in,american_indian/alaskan_native,0.9004405677318574
2694,current_smoking,risk_factor_of,diabetes,0.8949713170528413
3469,diabetes,treated_by,other_health_professional,0.8934725463390352
4127,diabetes,occurs_in,ukb,0.8900610864162446
2695,pack-years,risk_factor_of,diabetes,0.8892341613769532
4118,diabetes,risk_factor_of,vascular,0.8869859367609025
3533,race/_ethnicity,risk_factor_of,diabetes,0.8854893505573274
9626,diabetes,affects,non-binary_adults,0.8840419858694077
2693,use_of_antihypertensive_agents,risk_factor_of,diabetes,0.8827612310647965
288,diabetes,causes,dementia,0.8820180660486221
187,educational_attainment,risk_factor_of,diabetes,0.8792712330818178
4802,diabetes,risk_factor_of,dementia_subtypes,0.8788265645503999
15785,vlsfas,associated_with,diabetes_mellitus,0.8777957022190095
3534,nativity,risk_factor_of,diabetes,0.87489972114563
3431,diabetes,affects,american_indian/alaskan_native,0.8730763584375383
4128,diabetes,measured_by,linked_hospital_records,0.870854413509369
3522,diabetes,affects,immigrants,0.8700298160314561
1021,smoking,risk_factor_of,diabetes_mellitus,0.8694539904594423
16365,diabetes,causes,alzheimer_s_disease,0.8672919929027558
4373,diabetes,risk_factor_of,cognitive_decline,0.8634851813316347
3470,diabetes,treated_by,health_professional,0.8610385149717332
205,physically_active,associated_with,diabetes,0.8556637704372407
2336,management,improves,diabetes,0.852603191137314
1022,low_education,risk_factor_of,diabetes_mellitus,0.8524938881397248
3430,diabetes,occurs_in,american_indian/alaskan_native_adults,0.8501197755336762
3532,diabetes,occurs_in,immigrants,0.8500099420547487
4165,apoe,associated_with,diabetes,0.8467618763446808
16366,diabetes,part_of,metabolic_diseases,0.8447851777076721
122,diabetes,treated_by,ltpa,0.8443968802690507
3525,diabetes,affects,whites,0.8437321871519089
1159,diabetes_mellitus,risk_factor_of,modifiable_dementia,0.84332033097744
13887,diabetes,risk_factor_of,mci,0.8416648745536804
4123,antidiabetic,prevents,diabetes,0.8403425455093384
4120,diabetes,treated_by,antidiabetic_medication,0.8382237315177918
123,ltpa,prevents,diabetes,0.8375071346759797
121,diabetes,occurs_in,adults,0.8359887838363648
9627,diabetes,occurs_in,non-binary_adults,0.8353027611970902
231,epidemiology_of_diabetes_interventions_and_complications,part_of,control_and_complications_trial,0.8342921912670136
15839,vlsfa,associated_with,diabetes_mellitus,0.8333751469850541
1104,diabetes_mellitus,risk_factor_of,new-onset_dementia,0.8332305759191514
199,diabetes,leads_to,incident_cognitive_impairment,0.8325844317674638
145,diabetes,occurs_in,lmics,0.8323058426380158
196,diabetes,affects,adults,0.83193618953228
16716,diabetes,occurs_in,prob­_able_sarcopenia_group,0.8306054532527924
4794,diabetes,affects,age_groups,0.82672099173069
5962,obesity,risk_factor_of,diabetes,0.8246751368045807
5942,diabetes,treated_by,treatment,0.8172747880220413
188,inactive,risk_factor_of,diabetes,0.8164164811372757
1141,diabetes,treated_by,management_of_chronic_conditions,0.815451866388321
5963,insufficient_physical_activity,risk_factor_of,diabetes,0.8140534520149232
